ID,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
21184,Turkish Airlines,1,6th June 2023,True,Solo Leisure,Economy Class,2023-06-01,2.0,1.0,1.0,1.0,2.0,,1.0,no
21185,Turkish Airlines,9,3rd June 2023,True,Family Leisure,Business Class,2023-06-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
21186,Turkish Airlines,5,3rd June 2023,True,Couple Leisure,Business Class,2023-06-01,3.0,3.0,5.0,1.0,3.0,4.0,3.0,yes
21187,Turkish Airlines,1,2nd June 2023,True,Family Leisure,Economy Class,2023-06-01,,,,1.0,,,1.0,no
21188,Turkish Airlines,1,30th May 2023,False,Solo Leisure,Economy Class,2023-05-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
21189,Turkish Airlines,1,29th May 2023,True,Couple Leisure,Economy Class,2023-05-01,4.0,4.0,4.0,1.0,,,3.0,no
21190,Turkish Airlines,6,27th May 2023,True,Family Leisure,Business Class,2023-05-01,5.0,4.0,4.0,1.0,5.0,5.0,3.0,yes
21191,Turkish Airlines,1,26th May 2023,True,Couple Leisure,Economy Class,2023-03-01,,,,,,,1.0,no
21192,Turkish Airlines,1,22nd May 2023,True,Solo Leisure,Business Class,2023-04-01,3.0,3.0,3.0,1.0,3.0,4.0,1.0,no
21193,Turkish Airlines,2,21st May 2023,True,Business,Economy Class,2023-05-01,4.0,3.0,5.0,1.0,,5.0,1.0,no
21194,Turkish Airlines,1,17th May 2023,True,Family Leisure,Economy Class,2023-04-01,2.0,1.0,1.0,1.0,,,1.0,no
21195,Turkish Airlines,1,14th May 2023,True,Business,Business Class,2023-04-01,5.0,4.0,5.0,5.0,5.0,3.0,5.0,yes
21196,Turkish Airlines,1,12th May 2023,True,Solo Leisure,Economy Class,2023-05-01,2.0,2.0,2.0,1.0,2.0,2.0,1.0,no
21197,Turkish Airlines,7,10th May 2023,False,Solo Leisure,Business Class,2023-04-01,4.0,2.0,4.0,4.0,4.0,4.0,4.0,yes
21198,Turkish Airlines,7,10th May 2023,True,Couple Leisure,Economy Class,2023-05-01,4.0,4.0,4.0,1.0,5.0,,4.0,yes
21199,Turkish Airlines,1,9th May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21200,Turkish Airlines,1,5th May 2023,False,Couple Leisure,Business Class,2023-05-01,3.0,3.0,,1.0,,,1.0,no
21201,Turkish Airlines,3,5th May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,5.0,no
21202,Turkish Airlines,1,4th May 2023,False,Family Leisure,Economy Class,2023-04-01,3.0,2.0,1.0,2.0,1.0,,2.0,no
21203,Turkish Airlines,1,4th May 2023,False,Business,Business Class,2023-05-01,1.0,2.0,,1.0,,,1.0,no
21204,Turkish Airlines,4,2nd May 2023,True,Business,Economy Class,2023-04-01,1.0,4.0,4.0,3.0,4.0,1.0,1.0,no
21205,Turkish Airlines,5,2nd May 2023,True,Couple Leisure,Economy Class,2023-04-01,2.0,4.0,2.0,1.0,3.0,1.0,3.0,no
21206,Turkish Airlines,1,1st May 2023,False,Family Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21207,Turkish Airlines,5,30th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,4.0,3.0,1.0,5.0,,3.0,no
21208,Turkish Airlines,4,29th April 2023,True,Family Leisure,Business Class,2023-04-01,3.0,2.0,2.0,2.0,1.0,1.0,2.0,no
21209,Turkish Airlines,2,28th April 2023,True,Family Leisure,Economy Class,2023-04-01,2.0,1.0,1.0,2.0,1.0,,1.0,no
21210,Turkish Airlines,1,24th April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
21211,Turkish Airlines,5,20th April 2023,True,Business,Economy Class,2023-04-01,2.0,4.0,2.0,3.0,,1.0,2.0,no
21212,Turkish Airlines,1,14th April 2023,True,Family Leisure,Economy Class,2023-04-01,1.0,5.0,3.0,1.0,3.0,1.0,1.0,no
21213,Turkish Airlines,1,10th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,3.0,2.0,1.0,,,1.0,no
21214,Turkish Airlines,1,9th April 2023,True,Solo Leisure,Economy Class,2023-02-01,1.0,1.0,1.0,2.0,,,1.0,no
21215,Turkish Airlines,1,8th April 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
21216,Turkish Airlines,3,8th April 2023,True,Couple Leisure,Economy Class,2023-04-01,4.0,4.0,2.0,2.0,5.0,,3.0,yes
21217,Turkish Airlines,1,5th April 2023,False,Family Leisure,Economy Class,2022-07-01,5.0,5.0,5.0,4.0,3.0,5.0,4.0,yes
21218,Turkish Airlines,1,4th April 2023,True,Solo Leisure,Economy Class,2023-03-01,4.0,5.0,4.0,1.0,,,3.0,no
21219,Turkish Airlines,1,4th April 2023,True,Couple Leisure,Economy Class,2023-04-01,3.0,3.0,3.0,1.0,3.0,,3.0,no
21220,Turkish Airlines,5,3rd April 2023,False,Couple Leisure,Business Class,2023-03-01,1.0,3.0,5.0,2.0,3.0,2.0,2.0,no
21221,Turkish Airlines,3,31st March 2023,True,Business,Economy Class,2023-03-01,3.0,3.0,3.0,1.0,,,3.0,no
21222,Turkish Airlines,1,30th March 2023,True,Couple Leisure,Business Class,2023-03-01,2.0,2.0,2.0,1.0,2.0,2.0,1.0,no
21223,Turkish Airlines,1,29th March 2023,True,Solo Leisure,Economy Class,2023-03-01,2.0,1.0,2.0,1.0,2.0,2.0,2.0,no
21224,Turkish Airlines,1,23rd March 2023,False,Family Leisure,Economy Class,2023-03-01,5.0,4.0,2.0,5.0,5.0,2.0,4.0,yes
21225,Turkish Airlines,1,12th March 2023,False,Business,Economy Class,2023-03-01,2.0,1.0,,1.0,,,1.0,no
21226,Turkish Airlines,5,7th March 2023,True,Business,Business Class,2023-02-01,3.0,3.0,2.0,2.0,,,3.0,no
21227,Turkish Airlines,1,6th March 2023,True,Solo Leisure,Economy Class,2023-02-01,3.0,1.0,3.0,1.0,3.0,,1.0,no
21228,Turkish Airlines,5,28th February 2023,True,Business,Business Class,2023-02-01,2.0,3.0,2.0,2.0,,,3.0,no
21229,Turkish Airlines,6,26th February 2023,True,Solo Leisure,Economy Class,2023-02-01,5.0,5.0,4.0,5.0,2.0,5.0,5.0,yes
21230,Turkish Airlines,2,23rd February 2023,True,Solo Leisure,Economy Class,2023-01-01,3.0,3.0,2.0,1.0,3.0,,1.0,no
21231,Turkish Airlines,5,19th February 2023,True,Solo Leisure,Business Class,2023-02-01,2.0,5.0,5.0,4.0,3.0,5.0,2.0,no
21232,Turkish Airlines,9,19th February 2023,True,Solo Leisure,Economy Class,2023-02-01,4.0,5.0,5.0,5.0,5.0,,5.0,yes
21233,Turkish Airlines,3,10th February 2023,True,Family Leisure,Economy Class,2023-02-01,2.0,3.0,2.0,1.0,,,1.0,no
21234,Turkish Airlines,1,7th February 2023,True,Solo Leisure,Economy Class,2023-02-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21235,Turkish Airlines,1,6th February 2023,False,Family Leisure,Economy Class,2023-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21236,Turkish Airlines,1,3rd February 2023,True,Family Leisure,Economy Class,2023-02-01,4.0,1.0,2.0,1.0,3.0,,2.0,no
21237,Turkish Airlines,2,1st February 2023,True,Solo Leisure,Economy Class,2023-01-01,3.0,3.0,2.0,1.0,2.0,,2.0,no
21238,Turkish Airlines,2,31st January 2023,True,Solo Leisure,Economy Class,2023-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21239,Turkish Airlines,1,27th January 2023,True,Solo Leisure,Economy Class,2022-12-01,,,,1.0,,,1.0,no
21240,Turkish Airlines,1,23rd January 2023,True,Solo Leisure,Economy Class,2023-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21241,Turkish Airlines,1,14th January 2023,True,Solo Leisure,Economy Class,2023-01-01,3.0,2.0,1.0,1.0,,,1.0,no
21242,Turkish Airlines,1,9th January 2023,True,Solo Leisure,Economy Class,2022-12-01,3.0,3.0,3.0,1.0,3.0,1.0,2.0,no
21243,Turkish Airlines,1,7th January 2023,False,Family Leisure,Economy Class,2023-01-01,2.0,3.0,3.0,2.0,2.0,1.0,3.0,no
21244,Turkish Airlines,1,6th January 2023,True,Business,Economy Class,2022-03-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
21245,Turkish Airlines,1,1st January 2023,False,Couple Leisure,Economy Class,2023-01-01,1.0,5.0,3.0,1.0,2.0,2.0,2.0,no
21246,Turkish Airlines,1,1st January 2023,True,Family Leisure,Economy Class,2022-12-01,1.0,1.0,1.0,1.0,,,1.0,no
21247,Turkish Airlines,1,31st December 2022,True,Solo Leisure,Economy Class,2022-12-01,1.0,1.0,3.0,1.0,3.0,,1.0,no
21248,Turkish Airlines,1,27th December 2022,True,Solo Leisure,Economy Class,2022-02-01,1.0,1.0,,1.0,,,1.0,no
21249,Turkish Airlines,3,24th December 2022,True,Couple Leisure,Business Class,2022-12-01,4.0,4.0,4.0,2.0,4.0,4.0,2.0,no
21250,Turkish Airlines,2,3rd December 2022,True,Solo Leisure,Economy Class,2022-11-01,2.0,2.0,1.0,1.0,2.0,,2.0,no
21251,Turkish Airlines,1,30th November 2022,True,Solo Leisure,Economy Class,2022-11-01,1.0,1.0,2.0,2.0,4.0,1.0,2.0,no
21252,Turkish Airlines,1,30th November 2022,True,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,3.0,1.0,2.0,1.0,1.0,no
21253,Turkish Airlines,1,29th November 2022,False,Couple Leisure,Economy Class,2022-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
21254,Turkish Airlines,1,29th November 2022,True,Family Leisure,Economy Class,2022-11-01,3.0,2.0,2.0,1.0,2.0,1.0,2.0,no
21255,Turkish Airlines,1,25th November 2022,True,Business,Economy Class,2022-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
21256,Turkish Airlines,8,23rd November 2022,True,Solo Leisure,Business Class,2022-11-01,4.0,4.0,5.0,5.0,5.0,5.0,4.0,yes
22702,Wizz Air,1,26th July 2023,False,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22703,Wizz Air,1,26th July 2023,True,Solo Leisure,Economy Class,2023-07-01,2.0,1.0,,1.0,1.0,1.0,1.0,no
22704,Wizz Air,1,26th July 2023,False,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22705,Wizz Air,1,25th July 2023,False,Family Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,,,1.0,no
22706,Wizz Air,2,25th July 2023,False,Family Leisure,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
22707,Wizz Air,1,24th July 2023,True,Business,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
22708,Wizz Air,1,23rd July 2023,True,Solo Leisure,Economy Class,2023-06-01,1.0,,,1.0,,,1.0,no
22709,Wizz Air,1,23rd July 2023,False,Couple Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22710,Wizz Air,1,21st July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22711,Wizz Air,1,21st July 2023,False,Solo Leisure,Economy Class,2023-07-01,1.0,2.0,2.0,1.0,1.0,2.0,1.0,no
22712,Wizz Air,1,20th July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
22713,Wizz Air,1,19th July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
22714,Wizz Air,1,17th July 2023,True,Couple Leisure,Economy Class,2023-07-01,,,,1.0,,,1.0,no
22715,Wizz Air,1,16th July 2023,True,Family Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
22716,Wizz Air,2,16th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22717,Wizz Air,2,15th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22718,Wizz Air,1,13th July 2023,True,Family Leisure,Economy Class,2022-08-01,1.0,1.0,,1.0,,,1.0,no
22719,Wizz Air,1,12th July 2023,False,Business,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22720,Wizz Air,1,10th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
22721,Wizz Air,1,9th July 2023,True,Solo Leisure,Economy Class,2023-07-01,,,,1.0,,,1.0,yes
22722,Wizz Air,1,6th July 2023,True,Family Leisure,Economy Class,2023-01-01,,,,,,,1.0,no
22723,Wizz Air,1,5th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
22724,Wizz Air,1,5th July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22725,Wizz Air,1,4th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
22726,Wizz Air,1,3rd July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
22727,Wizz Air,9,3rd July 2023,True,Couple Leisure,Economy Class,2023-07-01,5.0,5.0,3.0,4.0,,,5.0,yes
22728,Wizz Air,1,1st July 2023,True,Family Leisure,Economy Class,2023-06-01,1.0,2.0,2.0,2.0,1.0,1.0,2.0,no
22729,Wizz Air,1,1st July 2023,True,Couple Leisure,Economy Class,2023-07-01,5.0,5.0,,4.0,,,5.0,yes
22730,Wizz Air,1,28th June 2023,True,Solo Leisure,Economy Class,2023-06-01,,,,,,,1.0,no
22731,Wizz Air,1,28th June 2023,True,Family Leisure,Premium Economy,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22732,Wizz Air,1,25th June 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
22733,Wizz Air,1,25th June 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
22734,Wizz Air,1,25th June 2023,True,Solo Leisure,Economy Class,2023-06-01,,,,1.0,,,1.0,no
22735,Wizz Air,1,24th June 2023,False,Family Leisure,Economy Class,2023-06-01,,,,,,,1.0,no
22736,Wizz Air,1,19th June 2023,True,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,,1.0,,,1.0,no
22737,Wizz Air,1,19th June 2023,True,Solo Leisure,Economy Class,2023-06-01,2.0,,,1.0,,,1.0,no
22738,Wizz Air,1,18th June 2023,True,Solo Leisure,Economy Class,2023-02-01,1.0,1.0,,1.0,,,1.0,no
22739,Wizz Air,3,17th June 2023,True,Family Leisure,Economy Class,2023-06-01,2.0,4.0,,2.0,,,2.0,no
22740,Wizz Air,8,17th June 2023,True,Couple Leisure,Economy Class,2023-06-01,4.0,3.0,,5.0,,,5.0,yes
22741,Wizz Air,9,15th June 2023,True,Couple Leisure,Economy Class,2023-06-01,5.0,3.0,,4.0,,,4.0,yes
22742,Wizz Air,3,13th June 2023,True,Couple Leisure,Economy Class,2023-06-01,2.0,3.0,,3.0,,,2.0,no
22743,Wizz Air,1,11th June 2023,True,Couple Leisure,Economy Class,2023-06-01,4.0,4.0,,4.0,,,5.0,yes
22744,Wizz Air,1,11th June 2023,True,Couple Leisure,Economy Class,2023-06-01,5.0,4.0,,5.0,,,5.0,yes
22745,Wizz Air,1,9th June 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
22746,Wizz Air,2,7th June 2023,False,Family Leisure,Economy Class,2023-06-01,1.0,1.0,,3.0,,,1.0,no
22747,Wizz Air,1,6th June 2023,True,Family Leisure,Economy Class,2022-12-01,1.0,1.0,,1.0,,,1.0,no
22748,Wizz Air,1,3rd June 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
22749,Wizz Air,1,3rd June 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,3.0,,1.0,,,1.0,no
22750,Wizz Air,1,2nd June 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22751,Wizz Air,1,31st May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22752,Wizz Air,1,28th May 2023,False,Couple Leisure,Economy Class,2023-03-01,1.0,3.0,1.0,1.0,,,3.0,no
22753,Wizz Air,1,22nd May 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22754,Wizz Air,1,21st May 2023,True,Solo Leisure,Economy Class,2023-05-01,4.0,5.0,,5.0,,,5.0,yes
22755,Wizz Air,1,19th May 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22756,Wizz Air,1,13th May 2023,False,Solo Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,1.0,,1.0,no
22757,Wizz Air,9,12th May 2023,True,Solo Leisure,Economy Class,2023-05-01,5.0,4.0,,4.0,,,5.0,yes
22758,Wizz Air,1,12th May 2023,False,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
22759,Wizz Air,2,10th May 2023,False,Couple Leisure,Economy Class,2023-05-01,3.0,3.0,,1.0,,,1.0,no
22760,Wizz Air,1,9th May 2023,True,Couple Leisure,Economy Class,2023-05-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22761,Wizz Air,1,9th May 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,2.0,no
22762,Wizz Air,1,8th May 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,1.0,,2.0,,,2.0,no
22763,Wizz Air,1,8th May 2023,True,Solo Leisure,Economy Class,2023-05-01,5.0,5.0,4.0,5.0,,,5.0,yes
22764,Wizz Air,1,1st May 2023,False,Family Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22765,Wizz Air,1,1st May 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22766,Wizz Air,5,30th April 2023,True,Couple Leisure,Economy Class,2023-04-01,3.0,4.0,1.0,4.0,,,5.0,yes
22767,Wizz Air,1,29th April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
22768,Wizz Air,1,28th April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22769,Wizz Air,2,27th April 2023,True,Family Leisure,Economy Class,2023-02-01,4.0,4.0,4.0,4.0,4.0,4.0,2.0,no
22770,Wizz Air,1,24th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
22771,Wizz Air,1,20th April 2023,False,Couple Leisure,Economy Class,2022-09-01,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22772,Wizz Air,1,18th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,2.0,,1.0,,,1.0,no
22773,Wizz Air,1,16th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
22774,Wizz Air,8,15th April 2023,True,Solo Leisure,Economy Class,2023-04-01,4.0,5.0,,5.0,,,4.0,yes
22775,Wizz Air,1,13th April 2023,True,Solo Leisure,Economy Class,2023-04-01,4.0,5.0,2.0,5.0,,,5.0,yes
22776,Wizz Air,1,9th April 2023,True,Couple Leisure,Economy Class,2023-04-01,3.0,5.0,,3.0,,,1.0,no
22777,Wizz Air,8,8th April 2023,True,Solo Leisure,Economy Class,2023-04-01,5.0,4.0,3.0,5.0,,,5.0,yes
22778,Wizz Air,2,4th April 2023,True,Solo Leisure,Economy Class,2023-04-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22779,Wizz Air,6,4th April 2023,True,Solo Leisure,Economy Class,2023-04-01,2.0,4.0,,2.0,,,4.0,no
22780,Wizz Air,1,4th April 2023,True,Couple Leisure,Economy Class,2023-03-01,,,,,,,1.0,no
22781,Wizz Air,1,3rd April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,,,1.0,,,1.0,no
22782,Wizz Air,1,3rd April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
22783,Wizz Air,5,1st April 2023,True,Family Leisure,Economy Class,2023-03-01,4.0,5.0,,4.0,,,3.0,no
22784,Wizz Air,1,28th March 2023,False,Couple Leisure,Economy Class,2023-02-01,2.0,4.0,2.0,3.0,1.0,1.0,2.0,no
22785,Wizz Air,8,27th March 2023,True,Solo Leisure,Economy Class,2023-03-01,5.0,4.0,3.0,5.0,,,5.0,yes
22786,Wizz Air,1,22nd March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22787,Wizz Air,1,21st March 2023,False,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,1.0,1.0,1.0,no
22788,Wizz Air,1,21st March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22789,Wizz Air,1,2nd March 2023,True,Solo Leisure,Economy Class,2023-02-01,1.0,1.0,,1.0,,,1.0,no
22790,Wizz Air,1,2nd March 2023,True,Couple Leisure,Economy Class,2023-02-01,2.0,3.0,,1.0,,,1.0,no
22791,Wizz Air,1,28th February 2023,True,Couple Leisure,Economy Class,2023-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22792,Wizz Air,1,28th February 2023,False,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22793,Wizz Air,1,26th February 2023,True,Solo Leisure,Economy Class,2023-02-01,1.0,2.0,,1.0,,,1.0,no
22794,Wizz Air,1,23rd February 2023,False,Couple Leisure,Economy Class,2023-02-01,,,,2.0,,,1.0,no
22795,Wizz Air,1,19th February 2023,True,Family Leisure,Economy Class,2023-02-01,2.0,1.0,,1.0,,,1.0,no
22796,Wizz Air,1,18th February 2023,False,Solo Leisure,Economy Class,2023-02-01,1.0,1.0,,2.0,,,1.0,no
22797,Wizz Air,8,11th February 2023,True,Family Leisure,Economy Class,2023-02-01,3.0,5.0,2.0,4.0,,,4.0,yes
22798,Wizz Air,2,10th February 2023,True,Couple Leisure,Economy Class,2023-02-01,2.0,2.0,,1.0,,,2.0,no
22799,Wizz Air,1,9th February 2023,True,Couple Leisure,Economy Class,2023-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22800,Wizz Air,3,8th February 2023,True,Business,Economy Class,2023-02-01,2.0,4.0,,1.0,,,3.0,no
22801,Wizz Air,1,8th February 2023,True,Solo Leisure,Economy Class,2022-07-01,,,,,,,1.0,no
